claim_id,anio,mes,dia,fecha,franja,tipo,subtipo,uso_arma,uso_moto,barrio,comuna,latitud,longitud,cantidad
117968,2023,DICIEMBRE,LUNES,25/12/2023,21,Robo,Robo total,NO,NO,VELEZ SARSFIELD,CC-10,"-34,633315","-58,484685",1
117969,2023,NOVIEMBRE,SABADO,18/11/2023,8,Hurto,Hurto automotor,NO,NO,VELEZ SARSFIELD,CC-10,"-34,633636","-58,484536",1
117970,2023,FEBRERO,SABADO,25/2/2023,23,Robo,Robo total,NO,NO,VELEZ SARSFIELD,CC-10,"-34,634508","-58,48402",1
117971,2023,MAYO,MIERCOLES,10/5/2023,14,Hurto,Hurto total,NO,NO,VELEZ SARSFIELD,CC-10,"-34,633636","-58,484536",1
117973,2023,MAYO,LUNES,1/5/2023,6,Hurto,Hurto automotor,NO,NO,VELEZ SARSFIELD,CC-10,"-34,634343","-58,4842",1
117974,2023,FEBRERO,MARTES,14/2/2023,18,Hurto,Hurto total,NO,NO,VELEZ SARSFIELD,CC-10,"-34,637246","-58,48379",1
117975,2023,NOVIEMBRE,MARTES,7/11/2023,10,Hurto,Hurto total,NO,NO,VELEZ SARSFIELD,CC-10,"-34,637256","-58,483883",1
117976,2023,NOVIEMBRE,SABADO,18/11/2023,5,Robo,Robo total,NO,NO,VELEZ SARSFIELD,CC-10,"-34,636938","-58,482163",1
117977,2023,MARZO,LUNES,13/3/2023,11,Robo,Robo total,NO,NO,VELEZ SARSFIELD,CC-10,"-34,636917","-58,482285",1
117978,2023,AGOSTO,SABADO,5/8/2023,20,Robo,Robo total,NO,NO,VELEZ SARSFIELD,CC-10,"-34,636848","-58,482267",1
117979,2023,DICIEMBRE,MIERCOLES,6/12/2023,21,Hurto,Hurto total,NO,NO,VELEZ SARSFIELD,CC-10,"-34,636662","-58,484009",1
117980,2023,DICIEMBRE,JUEVES,21/12/2023,23,Robo,Robo total,NO,NO,VELEZ SARSFIELD,CC-10,"-34,636835","-58,482065",1
117981,2023,DICIEMBRE,SABADO,30/12/2023,6,Robo,Robo total,NO,NO,VELEZ SARSFIELD,CC-10,"-34,63725637","-58,48216061",1
117982,2023,MAYO,MIERCOLES,10/5/2023,10,Robo,Robo total,SI,NO,VELEZ SARSFIELD,CC-10,"-34,63658005","-58,48243092",1
117983,2023,MAYO,MIERCOLES,10/5/2023,10,Robo,Robo automotor,SI,NO,VELEZ SARSFIELD,CC-10,"-34,63658005","-58,48243092",1
117984,2023,JUNIO,MIERCOLES,21/6/2023,23,Robo,Robo total,NO,NO,VELEZ SARSFIELD,CC-10,"-34,636659","-58,481524",1
117985,2023,SEPTIEMBRE,LUNES,4/9/2023,7,Hurto,Hurto total,NO,NO,VELEZ SARSFIELD,CC-10,"-34,636623","-58,48144",1
118008,2023,ENERO,MARTES,3/1/2023,12,Hurto,Hurto total,NO,NO,VELEZ SARSFIELD,CC-10,"-34,632257","-58,485312",1
118010,2023,MAYO,MARTES,23/5/2023,0,Robo,Robo total,NO,NO,VELEZ SARSFIELD,CC-10,"-34,63249","-58,48645",1
118011,2023,ABRIL,VIERNES,28/4/2023,20,Hurto,Hurto total,NO,NO,VELEZ SARSFIELD,CC-10,"-34,63180424","-58,48687273",1
118012,2023,FEBRERO,VIERNES,24/2/2023,8,Robo,Robo total,NO,NO,VELEZ SARSFIELD,CC-10,"-34,632284","-58,485704",1
118013,2023,MARZO,VIERNES,31/3/2023,18,Robo,Robo total,NO,NO,VELEZ SARSFIELD,CC-10,"-34,63206606","-58,48526051",1
118014,2023,ABRIL,MARTES,4/4/2023,10,Robo,Robo total,NO,NO,VELEZ SARSFIELD,CC-10,"-34,632702","-58,487032",1
118016,2023,JULIO,JUEVES,13/7/2023,21,Robo,Robo total,NO,NO,VELEZ SARSFIELD,CC-10,"-34,631725","-58,485471",1
118018,2023,JULIO,LUNES,24/7/2023,12,Robo,Robo total,NO,NO,VELEZ SARSFIELD,CC-10,"-34,632343","-58,485646",1
118092,2023,ENERO,MARTES,31/1/2023,13,Hurto,Hurto total,NO,NO,VELEZ SARSFIELD,CC-10,"-34,6348","-58,485272",1
118097,2023,ENERO,LUNES,16/1/2023,6,Hurto,Hurto total,NO,NO,VELEZ SARSFIELD,CC-10,"-34,636026","-58,487333",1
118098,2023,ENERO,VIERNES,27/1/2023,13,Robo,Robo total,NO,NO,VELEZ SARSFIELD,CC-10,"-34,63661","-58,48747",1
118099,2023,FEBRERO,MARTES,21/2/2023,20,Robo,Robo total,SI,NO,VELEZ SARSFIELD,CC-10,"-34,6360299","-58,48659997",1
118100,2023,JULIO,VIERNES,7/7/2023,19,Robo,Robo total,SI,NO,VELEZ SARSFIELD,CC-10,"-34,6360299","-58,48659997",1
118101,2023,JULIO,LUNES,24/7/2023,20,Robo,Robo total,SI,NO,VELEZ SARSFIELD,CC-10,"-34,635989","-58,486743",1
118102,2023,JULIO,SABADO,29/7/2023,16,Robo,Robo total,SI,NO,VELEZ SARSFIELD,CC-10,"-34,63601944","-58,48661361",1
118103,2023,SEPTIEMBRE,VIERNES,1/9/2023,18,Robo,Robo total,SI,NO,VELEZ SARSFIELD,CC-10,"-34,63601944","-58,48661361",1
118104,2023,OCTUBRE,DOMINGO,8/10/2023,16,Robo,Robo total,SI,SI,VELEZ SARSFIELD,CC-10,"-34,6360822","-58,4865318",1
118105,2023,FEBRERO,JUEVES,23/2/2023,7,Hurto,Hurto total,NO,NO,VELEZ SARSFIELD,CC-10,"-34,63645","-58,48714",1
118106,2023,MARZO,LUNES,6/3/2023,8,Hurto,Hurto total,NO,NO,VELEZ SARSFIELD,CC-10,"-34,636399","-58,486779",1
118107,2023,MARZO,DOMINGO,19/3/2023,19,Hurto,Hurto automotor,NO,NO,VELEZ SARSFIELD,CC-10,"-34,63626544","-58,4873755",1
118108,2023,AGOSTO,MIERCOLES,30/8/2023,13,Robo,Robo total,NO,NO,VELEZ SARSFIELD,CC-10,"-34,636911","-58,48716",1
118109,2023,SEPTIEMBRE,JUEVES,28/9/2023,10,Robo,Robo total,NO,NO,VELEZ SARSFIELD,CC-10,"-34,63622581","-58,48738553",1
118110,2023,OCTUBRE,VIERNES,20/10/2023,6,Hurto,Hurto total,NO,NO,VELEZ SARSFIELD,CC-10,"-34,636504","-58,487199",1
118111,2023,SEPTIEMBRE,SABADO,16/9/2023,15,Robo,Robo total,SI,NO,VELEZ SARSFIELD,CC-10,"-34,6360299","-58,48659997",1
118112,2023,NOVIEMBRE,JUEVES,16/11/2023,11,Hurto,Hurto total,NO,NO,VELEZ SARSFIELD,CC-10,"-34,63901","-58,485108",1
118113,2023,MARZO,LUNES,13/3/2023,8,Hurto,Hurto total,NO,NO,VELEZ SARSFIELD,CC-10,"-34,63877","-58,485228",1
118114,2023,ENERO,LUNES,2/1/2023,6,Hurto,Hurto total,NO,NO,VELEZ SARSFIELD,CC-10,"-34,63888313","-58,48519285",1
118115,2023,FEBRERO,DOMINGO,26/2/2023,23,Hurto,Hurto total,NO,NO,VELEZ SARSFIELD,CC-10,"-34,639819","-58,484863",1
118116,2023,AGOSTO,MARTES,8/8/2023,17,Robo,Robo total,SI,NO,VELEZ SARSFIELD,CC-10,"-34,639788","-58,484605",1
118117,2023,ABRIL,VIERNES,28/4/2023,20,Robo,Robo total,NO,NO,VELEZ SARSFIELD,CC-10,"-34,63955184","-58,48416531",1
118118,2023,SEPTIEMBRE,JUEVES,14/9/2023,11,Robo,Robo total,NO,NO,VELEZ SARSFIELD,CC-10,"-34,639488","-58,485054",1
118119,2023,NOVIEMBRE,VIERNES,17/11/2023,8,Hurto,Hurto total,NO,NO,VELEZ SARSFIELD,CC-10,"-34,6395102","-58,48407837",1
118120,2023,JULIO,DOMINGO,16/7/2023,22,Robo,Robo total,NO,NO,VELEZ SARSFIELD,CC-10,"-34,636776","-58,488443",1
118121,2023,DICIEMBRE,MARTES,12/12/2023,7,Robo,Robo total,NO,NO,VELEZ SARSFIELD,CC-10,"-34,636973","-58,488921",1
118122,2023,MARZO,DOMINGO,19/3/2023,20,Hurto,Hurto total,NO,NO,VELEZ SARSFIELD,CC-10,"-34,636776","-58,488443",1
118123,2023,JULIO,LUNES,24/7/2023,20,Robo,Robo total,NO,NO,VELEZ SARSFIELD,CC-10,"-34,637156","-58,488038",1
118124,2023,OCTUBRE,SABADO,21/10/2023,8,Hurto,Hurto total,NO,NO,VELEZ SARSFIELD,CC-10,"-34,637194","-58,488126",1
118125,2023,AGOSTO,SABADO,19/8/2023,1,Robo,Robo total,NO,NO,VELEZ SARSFIELD,CC-10,"-34,63666776","-58,4879339",1
118126,2023,DICIEMBRE,JUEVES,14/12/2023,14,Robo,Robo total,NO,NO,VELEZ SARSFIELD,CC-10,"-34,636685","-58,488081",1
118127,2023,JULIO,JUEVES,20/7/2023,17,Hurto,Hurto total,NO,NO,VELEZ SARSFIELD,CC-10,"-34,636748","-58,488178",1
118128,2023,SEPTIEMBRE,MARTES,19/9/2023,8,Hurto,Hurto total,NO,NO,VELEZ SARSFIELD,CC-10,"-34,63595073","-58,48477083",1
118129,2023,MAYO,JUEVES,4/5/2023,8,Robo,Robo total,NO,NO,VELEZ SARSFIELD,CC-10,"-34,63594266","-58,48479278",1
118130,2023,JUNIO,MARTES,20/6/2023,20,Robo,Robo total,NO,NO,VELEZ SARSFIELD,CC-10,"-34,636602","-58,485884",1
118131,2023,JULIO,LUNES,3/7/2023,8,Robo,Robo total,NO,NO,VELEZ SARSFIELD,CC-10,"-34,63604","-58,485431",1
118132,2023,SEPTIEMBRE,VIERNES,1/9/2023,6,Robo,Robo total,NO,NO,VELEZ SARSFIELD,CC-10,"-34,63604182","-58,48537394",1
118133,2023,SEPTIEMBRE,SABADO,30/9/2023,4,Hurto,Hurto total,NO,NO,VELEZ SARSFIELD,CC-10,"-34,63652939","-58,48596531",1
118134,2023,NOVIEMBRE,DOMINGO,19/11/2023,9,Robo,Robo total,NO,NO,VELEZ SARSFIELD,CC-10,"-34,63628","-58,486289",1
118135,2023,NOVIEMBRE,MIERCOLES,29/11/2023,6,Hurto,Hurto total,NO,NO,VELEZ SARSFIELD,CC-10,"-34,63628","-58,486289",1
118157,2023,ENERO,LUNES,2/1/2023,13,Hurto,Hurto total,NO,NO,VELEZ SARSFIELD,CC-10,"-34,639866","-58,486344",1
118158,2023,ENERO,MIERCOLES,25/1/2023,17,Hurto,Hurto total,NO,NO,VELEZ SARSFIELD,CC-10,"-34,64044662","-58,48609362",1
118159,2023,SEPTIEMBRE,DOMINGO,3/9/2023,11,Robo,Robo total,NO,SI,VELEZ SARSFIELD,CC-10,"-34,639498","-58,486269",1
118160,2023,MAYO,MARTES,9/5/2023,17,Robo,Robo total,NO,NO,VELEZ SARSFIELD,CC-10,"-34,640477","-58,486064",1
118161,2023,SEPTIEMBRE,JUEVES,7/9/2023,14,Hurto,Hurto total,NO,NO,VELEZ SARSFIELD,CC-10,"-34,640477","-58,486064",1
118162,2023,SEPTIEMBRE,SABADO,9/9/2023,16,Hurto,Hurto total,NO,NO,VELEZ SARSFIELD,CC-10,"-34,640477","-58,486064",1
118163,2023,FEBRERO,MARTES,28/2/2023,19,Hurto,Hurto total,NO,NO,VELEZ SARSFIELD,CC-10,"-34,639866","-58,486344",1
118164,2023,MARZO,JUEVES,2/3/2023,22,Robo,Robo total,NO,NO,VELEZ SARSFIELD,CC-10,"-34,640477","-58,486064",1
118165,2023,JUNIO,VIERNES,9/6/2023,14,Hurto,Hurto total,NO,NO,VELEZ SARSFIELD,CC-10,"-34,640282","-58,485849",1
118166,2023,JUNIO,VIERNES,30/6/2023,18,Hurto,Hurto total,NO,NO,VELEZ SARSFIELD,CC-10,"-34,640477","-58,486064",1
118167,2023,AGOSTO,DOMINGO,20/8/2023,23,Robo,Robo total,NO,NO,VELEZ SARSFIELD,CC-10,"-34,63968785","-58,48632979",1
118168,2023,DICIEMBRE,JUEVES,14/12/2023,22,Robo,Robo total,SI,NO,VELEZ SARSFIELD,CC-10,"-34,64044662","-58,48609362",1
118169,2023,JUNIO,MIERCOLES,28/6/2023,3,Robo,Robo total,SI,NO,VELEZ SARSFIELD,CC-10,"-34,640477","-58,486064",1
118173,2023,JULIO,MIERCOLES,19/7/2023,11,Hurto,Hurto total,NO,NO,VELEZ SARSFIELD,CC-10,"-34,63317","-58,484801",1
118176,2023,MAYO,LUNES,1/5/2023,18,Hurto,Hurto total,NO,NO,VELEZ SARSFIELD,CC-10,"-34,63242616","-58,4861997",1
118177,2023,JULIO,VIERNES,21/7/2023,0,Hurto,Hurto total,NO,NO,VELEZ SARSFIELD,CC-10,"-34,632612","-58,486381",1
118178,2023,ENERO,SABADO,14/1/2023,17,Hurto,Hurto total,NO,NO,VELEZ SARSFIELD,CC-10,"-34,632509","-58,486435",1
118179,2023,NOVIEMBRE,MIERCOLES,22/11/2023,18,Robo,Robo total,NO,NO,VELEZ SARSFIELD,CC-10,"-34,632442","-58,486317",1
118180,2023,DICIEMBRE,MIERCOLES,6/12/2023,7,Hurto,Hurto automotor,NO,NO,VELEZ SARSFIELD,CC-10,"-34,632509","-58,486435",1
118181,2023,ENERO,SABADO,14/1/2023,10,Hurto,Hurto total,NO,NO,VELEZ SARSFIELD,CC-10,"-34,63239743","-58,48608706",1
118182,2023,MARZO,MIERCOLES,29/3/2023,22,Hurto,Hurto total,NO,NO,VELEZ SARSFIELD,CC-10,"-34,632192","-58,485202",1
118183,2023,MARZO,LUNES,27/3/2023,18,Hurto,Hurto total,NO,NO,VELEZ SARSFIELD,CC-10,"-34,632192","-58,485202",1
118184,2023,OCTUBRE,JUEVES,19/10/2023,23,Robo,Robo total,NO,NO,VELEZ SARSFIELD,CC-10,"-34,632276","-58,485363",1
118185,2023,FEBRERO,MARTES,14/2/2023,9,Hurto,Hurto total,NO,NO,VELEZ SARSFIELD,CC-10,"-34,633094","-58,484745",1
118186,2023,OCTUBRE,MARTES,3/10/2023,13,Hurto,Hurto total,NO,NO,VELEZ SARSFIELD,CC-10,"-34,633315","-58,484685",1
118187,2023,SEPTIEMBRE,SABADO,9/9/2023,21,Hurto,Hurto total,NO,NO,VELEZ SARSFIELD,CC-10,"-34,633005","-58,486254",1
118188,2023,OCTUBRE,JUEVES,12/10/2023,18,Hurto,Hurto total,NO,NO,VELEZ SARSFIELD,CC-10,"-34,632887","-58,486215",1
118189,2023,FEBRERO,VIERNES,24/2/2023,16,Hurto,Hurto total,NO,NO,VELEZ SARSFIELD,CC-10,"-34,635309","-58,484618",1
118190,2023,FEBRERO,SABADO,18/2/2023,17,Hurto,Hurto total,NO,NO,VELEZ SARSFIELD,CC-10,"-34,634598","-58,484833",1
118191,2023,FEBRERO,SABADO,11/2/2023,13,Robo,Robo total,NO,NO,VELEZ SARSFIELD,CC-10,"-34,634875","-58,485598",1
118192,2023,MARZO,LUNES,20/3/2023,13,Hurto,Hurto total,NO,NO,VELEZ SARSFIELD,CC-10,"-34,63444998","-58,48435969",1
118193,2023,ABRIL,JUEVES,13/4/2023,7,Robo,Robo total,NO,NO,VELEZ SARSFIELD,CC-10,"-34,633402","-58,485129",1
118194,2023,MAYO,DOMINGO,28/5/2023,5,Hurto,Hurto total,NO,NO,VELEZ SARSFIELD,CC-10,"-34,63320758","-58,48611384",1
118195,2023,JULIO,JUEVES,27/7/2023,8,Robo,Robo total,NO,NO,VELEZ SARSFIELD,CC-10,"-34,633479","-58,48544",1
118197,2023,MARZO,JUEVES,9/3/2023,22,Robo,Robo total,NO,NO,VELEZ SARSFIELD,CC-10,"-34,63439638","-58,48416917",1
118198,2023,ABRIL,LUNES,10/4/2023,7,Robo,Robo total,NO,NO,VELEZ SARSFIELD,CC-10,"-34,634018","-58,48595",1
118199,2023,JUNIO,VIERNES,2/6/2023,13,Robo,Robo total,NO,NO,VELEZ SARSFIELD,CC-10,"-34,634802","-58,484704",1
118200,2023,JUNIO,LUNES,26/6/2023,5,Robo,Robo total,NO,NO,VELEZ SARSFIELD,CC-10,"-34,6344921","-58,48450939",1
118201,2023,JULIO,VIERNES,21/7/2023,2,Robo,Robo total,NO,NO,VELEZ SARSFIELD,CC-10,"-34,634298","-58,484447",1
118202,2023,SEPTIEMBRE,SABADO,2/9/2023,12,Hurto,Hurto total,NO,NO,VELEZ SARSFIELD,CC-10,"-34,634584","-58,484836",1
118203,2023,SEPTIEMBRE,SABADO,23/9/2023,5,Robo,Robo total,NO,NO,VELEZ SARSFIELD,CC-10,"-34,63477365","-58,48568434",1
118204,2023,OCTUBRE,MARTES,17/10/2023,12,Robo,Robo total,NO,NO,VELEZ SARSFIELD,CC-10,"-34,634781","-58,48519",1
118205,2023,OCTUBRE,JUEVES,5/10/2023,6,Robo,Robo total,NO,NO,VELEZ SARSFIELD,CC-10,"-34,63356375","-58,48646313",1
118206,2023,ABRIL,MARTES,4/4/2023,21,Hurto,Hurto automotor,NO,NO,VELEZ SARSFIELD,CC-10,"-34,634779","-58,484713",1
118213,2023,ENERO,MARTES,31/1/2023,17,Hurto,Hurto total,NO,NO,VELEZ SARSFIELD,CC-10,"-34,634098","-58,488216",1
118214,2023,AGOSTO,LUNES,14/8/2023,18,Robo,Robo total,NO,NO,VELEZ SARSFIELD,CC-10,"-34,634216","-58,488908",1
118215,2023,MAYO,MARTES,23/5/2023,19,Hurto,Hurto total,NO,NO,VELEZ SARSFIELD,CC-10,"-34,634108","-58,488958",1
118216,2023,FEBRERO,DOMINGO,26/2/2023,20,Robo,Robo total,NO,SI,VELEZ SARSFIELD,CC-10,"-34,634518","-58,48849",1
118217,2023,FEBRERO,JUEVES,16/2/2023,14,Hurto,Hurto total,NO,NO,VELEZ SARSFIELD,CC-10,"-34,634381","-58,487664",1
118218,2023,MAYO,JUEVES,4/5/2023,8,Hurto,Hurto total,NO,NO,VELEZ SARSFIELD,CC-10,"-34,634587","-58,488423",1
118219,2023,JUNIO,MARTES,27/6/2023,16,Robo,Robo total,SI,NO,VELEZ SARSFIELD,CC-10,"-34,634587","-58,488423",1
118220,2023,SEPTIEMBRE,SABADO,23/9/2023,3,Robo,Robo total,SI,NO,VELEZ SARSFIELD,CC-10,"-34,634692","-58,48838",1
118221,2023,SEPTIEMBRE,SABADO,30/9/2023,1,Hurto,Hurto total,NO,NO,VELEZ SARSFIELD,CC-10,"-34,634381","-58,487664",1
118222,2023,MAYO,DOMINGO,28/5/2023,20,Robo,Robo total,NO,NO,VELEZ SARSFIELD,CC-10,"-34,634418","-58,48800433",1
118223,2023,NOVIEMBRE,MIERCOLES,29/11/2023,7,Hurto,Hurto total,NO,NO,VELEZ SARSFIELD,CC-10,"-34,63435739","-58,48770999",1
118224,2023,NOVIEMBRE,DOMINGO,19/11/2023,2,Robo,Robo total,NO,NO,VELEZ SARSFIELD,CC-10,"-34,634587","-58,488423",1
118225,2023,ENERO,MIERCOLES,18/1/2023,18,Robo,Robo total,NO,NO,VELEZ SARSFIELD,CC-10,"-34,635267","-58,487703",1
118226,2023,NOVIEMBRE,LUNES,6/11/2023,0,Hurto,Hurto total,NO,NO,VELEZ SARSFIELD,CC-10,"-34,635467","-58,48812",1
118227,2023,FEBRERO,VIERNES,10/2/2023,20,Robo,Robo total,NO,NO,VELEZ SARSFIELD,CC-10,"-34,63523503","-58,48763624",1
118228,2023,FEBRERO,DOMINGO,12/2/2023,3,Robo,Robo total,NO,NO,VELEZ SARSFIELD,CC-10,"-34,63523503","-58,48763624",1
118229,2023,FEBRERO,DOMINGO,26/2/2023,19,Hurto,Hurto total,NO,NO,VELEZ SARSFIELD,CC-10,"-34,635267","-58,487703",1
118230,2023,MARZO,LUNES,6/3/2023,22,Robo,Robo total,NO,NO,VELEZ SARSFIELD,CC-10,"-34,635244","-58,487609",1
118231,2023,MARZO,JUEVES,23/3/2023,15,Robo,Robo total,NO,NO,VELEZ SARSFIELD,CC-10,"-34,635267","-58,487703",1
118232,2023,ABRIL,VIERNES,28/4/2023,20,Robo,Robo total,NO,NO,VELEZ SARSFIELD,CC-10,"-34,63523503","-58,48763624",1
118233,2023,MAYO,VIERNES,12/5/2023,3,Hurto,Hurto automotor,NO,NO,VELEZ SARSFIELD,CC-10,"-34,634987","-58,487837",1
118234,2023,JULIO,JUEVES,20/7/2023,17,Robo,Robo total,NO,NO,VELEZ SARSFIELD,CC-10,"-34,635267","-58,487703",1
118235,2023,AGOSTO,MIERCOLES,23/8/2023,21,Robo,Robo total,NO,NO,VELEZ SARSFIELD,CC-10,"-34,635167","-58,487704",1
118236,2023,SEPTIEMBRE,JUEVES,7/9/2023,17,Robo,Robo total,NO,SI,VELEZ SARSFIELD,CC-10,"-34,63523503","-58,48763624",1
118237,2023,OCTUBRE,LUNES,23/10/2023,1,Hurto,Hurto total,NO,NO,VELEZ SARSFIELD,CC-10,"-34,634886","-58,487961",1
118238,2023,OCTUBRE,JUEVES,26/10/2023,13,Hurto,Hurto total,NO,NO,VELEZ SARSFIELD,CC-10,"-34,63499846","-58,48802387",1
118239,2023,NOVIEMBRE,JUEVES,23/11/2023,7,Hurto,Hurto total,NO,NO,VELEZ SARSFIELD,CC-10,"-34,635267","-58,487703",1
118240,2023,JULIO,VIERNES,28/7/2023,19,Robo,Robo total,NO,NO,VELEZ SARSFIELD,CC-10,"-34,635167","-58,487704",1
118241,2023,OCTUBRE,SABADO,14/10/2023,18,Hurto,Hurto total,NO,NO,VELEZ SARSFIELD,CC-10,"-34,635164","-58,487704",1
118255,2023,FEBRERO,MARTES,14/2/2023,20,Robo,Robo total,NO,NO,VELEZ SARSFIELD,CC-10,"-34,626397","-58,502514",1
118256,2023,ABRIL,MARTES,11/4/2023,7,Robo,Robo total,NO,NO,VELEZ SARSFIELD,CC-10,"-34,626718","-58,50281",1
118257,2023,FEBRERO,SABADO,18/2/2023,11,Hurto,Hurto automotor,NO,NO,VELEZ SARSFIELD,CC-10,"-34,626223","-58,502321",1
118258,2023,AGOSTO,SABADO,26/8/2023,8,Robo,Robo total,NO,NO,VELEZ SARSFIELD,CC-10,"-34,626675","-58,502701",1
118314,2023,DICIEMBRE,DOMINGO,17/12/2023,8,Robo,Robo total,NO,NO,VELEZ SARSFIELD,CC-10,"-34,630043","-58,487359",1
118352,2023,JULIO,VIERNES,21/7/2023,8,Robo,Robo total,NO,NO,VELEZ SARSFIELD,CC-10,"-34,637224","-58,478835",1
118362,2023,ENERO,MIERCOLES,25/1/2023,23,Hurto,Hurto total,NO,NO,VELEZ SARSFIELD,CC-10,"-34,634315","-58,487339",1
118363,2023,FEBRERO,MIERCOLES,1/2/2023,22,Robo,Robo total,NO,NO,VELEZ SARSFIELD,CC-10,"-34,635018","-58,48666",1
118364,2023,ABRIL,MARTES,11/4/2023,15,Robo,Robo total,NO,NO,VELEZ SARSFIELD,CC-10,"-34,634271","-58,487265",1
118365,2023,MARZO,MIERCOLES,15/3/2023,8,Robo,Robo total,NO,NO,VELEZ SARSFIELD,CC-10,"-34,63475979","-58,4867753",1
118366,2023,JUNIO,DOMINGO,18/6/2023,4,Robo,Robo total,NO,NO,VELEZ SARSFIELD,CC-10,"-34,635165","-58,486859",1
118367,2023,NOVIEMBRE,JUEVES,23/11/2023,13,Hurto,Hurto total,NO,NO,VELEZ SARSFIELD,CC-10,"-34,631353","-58,485715",1
118368,2023,JULIO,DOMINGO,23/7/2023,19,Robo,Robo total,NO,NO,VELEZ SARSFIELD,CC-10,"-34,635408","-58,487317",1
118369,2023,OCTUBRE,MARTES,10/10/2023,11,Hurto,Hurto total,NO,NO,VELEZ SARSFIELD,CC-10,"-34,635087","-58,48652",1
118370,2023,DICIEMBRE,DOMINGO,3/12/2023,4,Hurto,Hurto total,NO,NO,VELEZ SARSFIELD,CC-10,"-34,63514","-58,486754",1
118381,2023,JUNIO,JUEVES,8/6/2023,20,Hurto,Hurto total,NO,NO,VELEZ SARSFIELD,CC-10,"-34,631353","-58,485715",1
118398,2023,JULIO,MIERCOLES,12/7/2023,21,Hurto,Hurto total,NO,NO,VELEZ SARSFIELD,CC-10,"-34,63414","-58,48844",1
118399,2023,AGOSTO,MIERCOLES,30/8/2023,3,Robo,Robo total,SI,NO,VELEZ SARSFIELD,CC-10,"-34,632269","-58,48802",1
118400,2023,MARZO,SABADO,11/3/2023,2,Hurto,Hurto total,NO,NO,VELEZ SARSFIELD,CC-10,"-34,6345905","-58,48842079",1
118403,2023,JUNIO,MIERCOLES,21/6/2023,22,Robo,Robo total,NO,NO,VELEZ SARSFIELD,CC-10,"-34,631483","-58,486582",1
118405,2023,JULIO,DOMINGO,16/7/2023,11,Hurto,Hurto automotor,NO,NO,VELEZ SARSFIELD,CC-10,"-34,630968","-58,491264",1
118406,2023,MARZO,MIERCOLES,22/3/2023,1,Robo,Robo total,NO,SI,VELEZ SARSFIELD,CC-10,"-34,631875","-58,493756",1
118407,2023,ABRIL,LUNES,17/4/2023,18,Robo,Robo total,NO,NO,VELEZ SARSFIELD,CC-10,"-34,63328","-58,492768",1
118408,2023,JULIO,VIERNES,14/7/2023,22,Robo,Robo total,NO,NO,VELEZ SARSFIELD,CC-10,"-34,632939","-58,492647",1
118409,2023,JULIO,LUNES,24/7/2023,8,Robo,Robo total,NO,NO,VELEZ SARSFIELD,CC-10,"-34,63235","-58,493104",1
118410,2023,AGOSTO,DOMINGO,20/8/2023,19,Robo,Robo total,NO,NO,VELEZ SARSFIELD,CC-10,"-34,631287","-58,49206",1
118411,2023,SEPTIEMBRE,DOMINGO,24/9/2023,6,Robo,Robo total,NO,NO,VELEZ SARSFIELD,CC-10,"-34,63452507","-58,49108527",1
118412,2023,OCTUBRE,MARTES,17/10/2023,8,Hurto,Hurto total,NO,NO,VELEZ SARSFIELD,CC-10,"-34,634192","-58,492246",1
118413,2023,NOVIEMBRE,MIERCOLES,15/11/2023,20,Robo,Robo total,NO,NO,VELEZ SARSFIELD,CC-10,"-34,631469","-58,492358",1
118414,2023,DICIEMBRE,JUEVES,7/12/2023,7,Hurto,Hurto total,NO,NO,VELEZ SARSFIELD,CC-10,"-34,63458","-58,492469",1
118415,2023,NOVIEMBRE,JUEVES,30/11/2023,0,Robo,Robo total,NO,NO,VELEZ SARSFIELD,CC-10,"-34,633173","-58,4918",1
118416,2023,MARZO,JUEVES,30/3/2023,19,Robo,Robo total,NO,SI,VELEZ SARSFIELD,CC-10,"-34,632988","-58,492907",1
118448,2023,MARZO,JUEVES,30/3/2023,19,Robo,Robo total,NO,SI,VELEZ SARSFIELD,CC-10,"-34,632736","-58,490777",1
118451,2023,FEBRERO,MARTES,7/2/2023,17,Hurto,Hurto total,NO,NO,VELEZ SARSFIELD,CC-10,"-34,634269","-58,489486",1
118452,2023,JUNIO,MIERCOLES,14/6/2023,9,Robo,Robo total,SI,NO,VELEZ SARSFIELD,CC-10,"-34,631497","-58,490539",1
118453,2023,AGOSTO,MIERCOLES,9/8/2023,15,Hurto,Hurto total,NO,NO,VELEZ SARSFIELD,CC-10,"-34,634273","-58,489112",1
118454,2023,JUNIO,SABADO,24/6/2023,4,Robo,Robo total,NO,NO,VELEZ SARSFIELD,CC-10,"-34,633661","-58,489524",1
118455,2023,FEBRERO,LUNES,27/2/2023,21,Hurto,Hurto total,NO,NO,VELEZ SARSFIELD,CC-10,"-34,634216","-58,488908",1
118456,2023,MARZO,JUEVES,23/3/2023,10,Hurto,Hurto total,NO,NO,VELEZ SARSFIELD,CC-10,"-34,63140934","-58,49071273",1
118457,2023,SEPTIEMBRE,SABADO,2/9/2023,23,Robo,Robo total,SI,NO,VELEZ SARSFIELD,CC-10,"-34,63418632","-58,48894667",1
118458,2023,SEPTIEMBRE,MIERCOLES,27/9/2023,13,Hurto,Hurto total,NO,NO,VELEZ SARSFIELD,CC-10,"-34,631829","-58,490187",1
